gene,arm,median_loss,median_neutral,condition,norm_exp
CCDC102A,16q,-0.0982167913350014,0.04658465604889125,non_sig,-0.14480144738389264
E2F1,20q,0.204428704822161,-0.128867584469074,non_sig,0.333296289291235
E2F6,2p,-0.134355162551158,-0.0794535338363025,non_sig,-0.0549016287148555
E2F5,8q,-0.237406101521521,-0.025665918258189,non_sig,-0.211740183263332
E2F2,1p,-0.212622907711449,-0.163584557989386,non_sig,-0.049038349722063
E2F3,6p,-0.317876956459149,-0.02209849233659615,non_sig,-0.2957784641225528
E2F4,16q,-0.155697482019966,0.0381839751535812,non_sig,-0.1938814571735472
ATG2B,14q,-0.1695604018509425,-0.015370951545614,non_sig,-0.15418945030532852
ATG2A,11q,-0.07946347826934394,-0.03812381953976985,non_sig,-0.04133965872957409
DGCR6,22q,-0.218457327369067,-0.191957892677786,non_sig,-0.026499434691280993
DGCR6L,22q,-0.0471911180799643,-0.0484522868586718,non_sig,0.0012611687787074943
CHMP4B,20q,-0.18700404923180552,-0.1127935003464435,non_sig,-0.07421054888536202
CHMP4C,8q,-0.0689053251887459,-0.0359097866066543,non_sig,-0.032995538582091595
CHMP4A,14q,-0.132385820367288,-0.0077057788456881,non_sig,-0.1246800415215999
CHMP7,8p,-0.38837404700844946,0.1501775342739325,non_sig,-0.538551581282382
CHMP5,9p,-0.10977799819828,0.136470276698331,non_sig,-0.246248274896611
RPS6KA5,14q,-0.188219613953157,-0.1402297676191445,non_sig,-0.047989846334012515
RPS6KA1,1p,-0.344056633951188,-0.08530256856214774,non_sig,-0.2587540653890403
RPS6KB1,17q,-0.326527659414477,-0.05933849323962715,non_sig,-0.26718916617484983
RPS6KA2,6q,-0.17938509776474149,-0.1680603955944285,non_sig,-0.011324702170312978
RPS6KB2,11q,-0.0806560329367179,-0.0916653021832814,non_sig,0.011009269246563494
RPS6KA4,11q,-0.2809965072510855,-0.01806196429076555,non_sig,-0.26293454296031993
PROC,2q,-0.467575609526403,-0.507000169175269,non_sig,0.03942455964886604
NMT2,10p,-0.09940423905163875,0.0243566842575616,non_sig,-0.12376092330920035
NMT1,17q,-0.186911103802851,0.01280556484724555,non_sig,-0.19971666865009655
CBX1,17q,-0.0414494064423358,-0.01416967056887155,non_sig,-0.02727973587346425
CBX3,7p,-0.2719115815314785,-0.0318744521936655,non_sig,-0.240037129337813
APOBEC3B,22q,-0.0907741391139831,-0.0625564196923178,non_sig,-0.028217719421665302
APOBEC3G,22q,-0.257844326374151,-0.325157645964464,non_sig,0.067313319590313
APOBEC2,6p,1.2891058591027,0.0533422825724807,non_sig,1.2357635765302193
APOBEC3F,22q,-0.0937057517201443,-0.0778942091333923,non_sig,-0.015811542586751992
APOBEC3D,22q,-0.204603304763727,0.08670098517338834,non_sig,-0.2913042899371153
APOBEC3C,22q,-0.190369188232158,0.0380066770263673,non_sig,-0.22837586525852532
APOBEC3A,22q,-0.0908729969609583,-0.115036108272694,non_sig,0.024163111311735708
CDS2,20p,-0.401044363112884,-0.0815285340745188,non_sig,-0.3195158290383652
CDS1,4q,-0.0383666373667121,0.0395784991894095,non_sig,-0.07794513655612159
CCAR1,10q,-0.0967530220955726,0.05517731155977465,non_sig,-0.15193033365534725
CCAR2,8p,-0.131503189377762,0.16292104549366,non_sig,-0.294424234871422
SNX2,5q,-0.404401783268112,-0.044963405083173605,non_sig,-0.3594383781849384
COL6A1,21q,-0.630717137094598,-0.338299038346347,non_sig,-0.292418098748251
COL1A1,17q,-0.619178446210341,-0.639203627648799,non_sig,0.020025181438457995
COL5A1,9q,-0.4196937413811505,-0.608102105323775,non_sig,0.18840836394262445
COL9A3,20q,-2.18516880199715,-0.47536378965321247,non_sig,-1.7098050123439377
RADIL,7p,-0.939809479836444,-0.380708466081156,non_sig,-0.5591010137552881
RASIP1,19q,-0.141159585499173,-0.110106181997829,non_sig,-0.031053403501344015
PAK1,11q,-0.11772253274071655,0.036624587955648796,non_sig,-0.15434712069636536
PAK2,3q,-0.381719503382176,0.00943781945972295,non_sig,-0.3911573228418989
PAK4,19q,-0.09401026027114659,-0.0341758448751835,non_sig,-0.05983441539596309
PAK6,15q,0.0974951715669098,-0.134873217830998,non_sig,0.23236838939790783
MIEF1,22q,-0.17599310631478648,0.07528218031135855,non_sig,-0.25127528662614507
MIEF2,17p,-0.160845694975686,-0.006849756627808549,non_sig,-0.15399593834787745
CUL4A,13q,-0.271599889394239,0.05522471809369025,non_sig,-0.32682460748792924
CUL3,2q,-0.265722813959314,-0.0315292650287061,non_sig,-0.23419354893060793
CUL2,10p,-0.23899181007996,0.0157407150246437,non_sig,-0.2547325251046037
CUL1,7q,-0.315400077135374,-0.06790162323707286,non_sig,-0.24749845389830114
CUL5,11q,-0.376502356182381,0.025326455492326053,non_sig,-0.401828811674707
MEOX2,7p,-1.1374393079335465,-0.9445957802307395,non_sig,-0.192843527702807
POTEF,2q,0.0403661334561147,-0.030747702736945,non_sig,0.07111383619305969
POTEI,2q,-0.129315171735588,-0.0275235635852772,non_sig,-0.10179160815031081
BANF1,11q,-0.0583162266141867,-0.05085274444462855,non_sig,-0.007463482169558153
CDCA4,14q,-0.129637483307263,0.0399801354562688,non_sig,-0.1696176187635318
FAM20C,7p,-0.155745581136321,-0.274377326108855,non_sig,0.11863174497253401
FAM20B,1q,-0.180788877888176,-0.016495846715474702,non_sig,-0.16429303117270128
CTSZ,20q,-0.12029843389713496,-0.064151619955885,non_sig,-0.05614681394124996
CTSO,4q,-0.1960572997184855,0.095622292993244,non_sig,-0.2916795927117295
CTSC,11q,0.03490286411275845,0.1048558983128545,non_sig,-0.06995303420009605
CTSS,1q,-0.5508008442180445,-0.1047908332849275,non_sig,-0.44601001093311704
CTSB,8p,-0.05992199085406565,0.0720772300771897,non_sig,-0.13199922093125535
CTSK,1q,-0.5223791760673759,-0.327084421450161,non_sig,-0.19529475461721496
CTSL,9q,-0.0768804298096786,-0.112456982448598,non_sig,0.0355765526389194
CTSV,9q,0.0422788728973993,-0.0130300327390822,non_sig,0.055308905636481505
CTSH,15q,0.0280014470575465,-0.13839712046021252,non_sig,0.16639856751775903
TINAGL1,1p,-0.006651690411015099,-0.299037680974054,non_sig,0.2923859905630389
FOXK1,7p,-0.35205839325745847,-0.103239456819726,non_sig,-0.24881893643773245
FOXK2,17q,-0.140712913949319,-0.0101636386853178,non_sig,-0.1305492752640012
LGMN,14q,-0.152314425632628,0.0443679367761423,non_sig,-0.1966823624087703
PIGK,1p,0.0280210001896898,-0.00597703569852465,non_sig,0.03399803588821445
UCKL1,20q,-0.296456379385954,-0.0695553545681524,non_sig,-0.22690102481780158
SUN1,7p,-0.423749497653377,-0.0813207264374878,non_sig,-0.3424287712158892
SUN2,22q,-0.228695488102138,-0.020140186568830702,non_sig,-0.20855530153330729
SH3GL2,9p,-0.6988001457137155,-0.568973045699619,non_sig,-0.12982710001409647
SH3GL3,15q,-0.34287724214156573,-0.286661055904825,non_sig,-0.05621618623674074
SH3GL1,19p,-0.1879701193959965,0.166295019916934,non_sig,-0.35426513931293047
SH3GLB1,1p,-0.258120779396745,0.0611361440405556,non_sig,-0.3192569234373006
SH3GLB2,9q,-0.293549155807346,0.0158176252282107,non_sig,-0.30936678103555665
ATP1B3,3q,-0.279691632370582,-0.145813966700843,non_sig,-0.13387766566973897
ATP1B1,1q,-0.165160996203546,0.403023439974225,non_sig,-0.568184436177771
LURAP1L,9p,-0.05009500607739305,0.1099020270609715,non_sig,-0.15999703313836455
ATP6V1E1,22q,-0.2096188010516515,0.0182191960493004,non_sig,-0.2278379971009519
TOP1,20q,-0.4305614975995365,-0.20301845299125298,non_sig,-0.2275430446082835
TOP1MT,8q,0.09493665665817995,-0.132777354873773,non_sig,0.22771401153195298
MCF2L,13q,-0.1922468729274095,0.04411654338965455,non_sig,-0.23636341631706403
NFX1,9p,-0.147227026844966,0.04539431414488965,non_sig,-0.19262134098985564
NFXL1,4p,-0.109671340817619,0.116499325334327,non_sig,-0.226170666151946
PABPC4,1p,-0.0759005545470193,0.0443711557331712,non_sig,-0.1202717102801905
PABPC1,8q,-0.114026936735307,-0.0016798947051259998,non_sig,-0.112347042030181
PABPC1L,20q,-0.0641476012570593,0.0143750873617229,non_sig,-0.0785226886187822
ARF3,12q,-0.08976921458436095,-0.058284399467397247,non_sig,-0.0314848151169637
ARL13B,3q,0.0445493850416978,-0.116963616217059,non_sig,0.1615130012587568
ARF5,7q,-0.462659499710871,-0.161115681134323,non_sig,-0.301543818576548
ARL5A,2q,-0.332301272017618,-0.0465099944447497,non_sig,-0.2857912775728683
ARL1,12q,-0.0615719939017081,-0.054014950673390905,non_sig,-0.007557043228317198
ARFRP1,20q,-0.2491469404650205,-0.1394943811071685,non_sig,-0.10965255935785201
SAR1B,5q,-0.210062539881932,0.00755160738182345,non_sig,-0.21761414726375544
ARL2,11q,-0.03346117813037155,-0.05550541510229165,non_sig,0.0220442369719201
ARL5B,10p,-0.2781430364074125,-0.02643933956699765,non_sig,-0.2517036968404148
SAR1A,10q,-0.215288786553185,-0.0183657428684132,non_sig,-0.19692304368477181
ARL3,10q,-0.316934427328107,-0.10784551620705,non_sig,-0.209088911121057
ARF6,14q,-0.120759142416183,-0.0015281273009916,non_sig,-0.11923101511519141
ARL6,3q,-0.4411304592212715,-0.176009227859594,non_sig,-0.2651212313616775
USP25,21q,-0.277559708162234,-0.01625299406046825,non_sig,-0.26130671410176576
USP28,11q,-0.255947982241552,-0.04092904254242975,non_sig,-0.21501893969912228
CCNK,14q,-0.0881651374459781,-0.0095892836407254,non_sig,-0.0785758538052527
CCNT2,2q,-0.107680308339392,0.03313649127960555,non_sig,-0.14081679961899757
AXIN1,16p,-0.133145982078155,0.0044792595331909,non_sig,-0.1376252416113459
AXIN2,17q,-0.5826274405276145,-0.5178326869932866,non_sig,-0.06479475353432795
RASSF2,20p,-0.868877773469976,-0.6093719821867005,non_sig,-0.25950579128327544
RASSF6,4q,-0.6036988694062465,-0.4372918780259585,non_sig,-0.16640699138028803
RASSF4,10q,-0.255591267780567,-0.1533839887143445,non_sig,-0.10220727906622251
GNAO1,16q,-0.260667636435896,-0.643217519690494,non_sig,0.382549883254598
GNAQ,9q,0.013536628385376,0.0629953101030032,non_sig,-0.0494586817176272
GNAI3,1p,-0.254790268009133,0.08377826898036356,non_sig,-0.33856853698949657
GNAI1,7q,-0.070606539219068,0.1093618998525315,non_sig,-0.17996843907159948
GNA15,19p,0.0899067494737562,-0.645672665686282,non_sig,0.7355794151600382
GNAS,20q,-0.11908921218642053,-0.060597467167466196,non_sig,-0.058491745018954336
GNAZ,22q,-0.662611954124555,-0.13381915487981724,non_sig,-0.5287927992447378
GNA11,19p,0.08430527374068775,0.131525346847103,non_sig,-0.04722007310641524
GNAI2,3p,-0.0488398511848266,-0.00240382434082825,non_sig,-0.04643602684399835
GNA13,17q,-0.161757478540458,0.01565133599391565,non_sig,-0.17740881453437365
GNAT3,7q,-0.655648337973771,-0.281021505009438,non_sig,-0.37462683296433297
GNA12,7p,-0.0987484635796169,-0.03691160446153915,non_sig,-0.06183685911807776
ELAVL2,9p,-0.56016440893684,-0.274154216391932,non_sig,-0.28601019254490806
ELAVL3,19p,-0.401884819163437,-0.353822734783764,non_sig,-0.048062084379672965
ELAVL4,1p,-0.26171789537318,-0.1927489936985905,non_sig,-0.06896890167458952
ELAVL1,19p,-0.026614453055694202,0.0374666739205809,non_sig,-0.0640811269762751
SF3B4,1q,0.0894905568175346,0.0612458178169948,non_sig,0.028244739000539795
RBMS3,3p,0.18593191510337947,0.153524408121675,non_sig,0.03240750698170447
RBMS2,12q,0.1406427952055745,0.057599123438977454,non_sig,0.08304367176659704
RBMS1,2q,0.1103071461709645,0.14364108770683748,non_sig,-0.03333394153587298
SLC2A9,4p,-0.716108667054509,0.2156958422436815,non_sig,-0.9318045092981906
ANXA11,10q,-0.212935355928772,0.03443205195752755,non_sig,-0.24736740788629955
ANXA9,1q,-0.798772116885847,-0.43811798949019654,non_sig,-0.3606541273956505
ANXA13,8q,-0.7294453665945395,-0.480122930491524,non_sig,-0.24932243610301552
ANXA1,9q,-0.273180022493234,-0.088484566336087,non_sig,-0.18469545615714697
ANXA8,10q,-0.6547041034043515,-0.77601795110167,non_sig,0.12131384769731857
ANXA3,4q,-0.205349238885371,-0.3222284201641345,non_sig,0.11687918127876351
ANXA5,4q,-0.2709806059110525,-0.02361398567851945,non_sig,-0.24736662023253306
ANXA7,10q,-0.241580051678336,0.0536726429315295,non_sig,-0.2952526946098655
ANXA4,2p,-0.380757400291781,-0.2502480350781725,non_sig,-0.1305093652136085
ANXA10,4q,-0.412376691184,-0.46079905163540047,non_sig,0.04842236045140047
ANXA6,5q,-0.827334156407932,-0.0987926993352005,non_sig,-0.7285414570727314
ANXA2,15q,0.171697771985182,-0.0613912039959745,non_sig,0.2330889759811565
NFS1,20q,-0.1522362218096875,-0.0288901618047889,non_sig,-0.12334606000489859
SCLY,2q,-0.383626732483913,0.0703831072481968,non_sig,-0.4540098397321098
SETD3,14q,-0.157617533392024,-0.0447441052391717,non_sig,-0.1128734281528523
SETD6,16q,-0.1489776172139845,0.11844374814857185,non_sig,-0.26742136536255634
GRHPR,9p,-0.167485223392623,0.09899451871842474,non_sig,-0.26647974211104775
CTBP1,4p,-0.06250374819256645,0.0102007569912265,non_sig,-0.07270450518379294
PHGDH,1p,-0.273180890674208,0.047036364495208,non_sig,-0.32021725516941596
CTBP2,10q,-0.125118916342607,0.0770820752296744,non_sig,-0.20220099157228139
ABCA3,16p,-0.2178545676607395,0.01837859223035845,non_sig,-0.23623315989109794
ABCA12,2q,0.0822441661830395,-0.1442440983547065,non_sig,0.226488264537746
ABCA7,19p,-0.194586287202635,0.1078146123892072,non_sig,-0.3024008995918422
ABCA1,9q,0.0393410399779395,-0.0550547079737269,non_sig,0.0943957479516664
ABCA13,7p,0.1483350241567959,-0.12327995924070051,non_sig,0.2716149833974964
ABCA2,9q,-0.081704243298478,-0.02419997091170505,non_sig,-0.057504272386772956
ABCA4,1p,0.149850639713497,0.0252212384689785,non_sig,0.12462940124451849
ABCA5,17q,-0.783767065283136,-0.16436313547828102,non_sig,-0.619403929804855
ABCA10,17q,-0.09624140644621759,0.05974368935416155,non_sig,-0.15598509580037914
ABCA9,17q,-0.27234821971429,0.10121366575709925,non_sig,-0.37356188547138924
CHML,1q,-0.30025420990788,-0.09327028562635,non_sig,-0.20698392428153
GDI2,10p,-0.46255704894315597,0.104044933228076,non_sig,-0.5666019821712319
RNF138,18q,-0.289722003324347,0.116970240072003,non_sig,-0.40669224339635
RNF166,16q,-0.21482554724386999,-0.02656435267983065,non_sig,-0.18826119456403934
RNF114,20q,-0.466791965345243,-0.20827704361618699,non_sig,-0.258514921729056
MICAL3,22q,-0.199541022738093,-0.038722337516778796,non_sig,-0.1608186852213142
MICAL1,6q,-0.375436324229165,0.0995020109206939,non_sig,-0.4749383351498589
MICAL2,11p,-0.275846346146517,-0.09345838664580419,non_sig,-0.1823879595007128
SOD1,21q,-0.230545370972481,0.122781197843857,non_sig,-0.353326568816338
CCS,11q,-0.10806977702086601,0.03780500664355495,non_sig,-0.14587478366442097
SOD3,4p,-0.47916008972943047,-0.694927460035372,non_sig,0.2157673703059415
MEP1B,18q,-0.359238404589902,-0.0212739559827109,non_sig,-0.3379644486071911
MEP1A,6p,-0.019413523054545523,-0.550877445326769,non_sig,0.5314639222722235
PAX5,9p,-0.741791442609397,-0.656772016114028,non_sig,-0.08501942649536898
PAX1,20p,-0.335465116365289,-0.213969259179843,non_sig,-0.12149585718544598
PAX3,2q,-0.0978307588770054,-0.710007032203937,non_sig,0.6121762733269316
PAX9,14q,-0.556260929786016,-0.2111405386848165,non_sig,-0.3451203911011995
PAX2,10q,-0.827080533062208,-0.577244785461686,non_sig,-0.24983574760052196
PAX6,11p,-0.195915779819837,-0.280577794309738,non_sig,0.08466201448990102
PAX8,2q,-0.528990760129388,-0.446366817930541,non_sig,-0.08262394219884694
PAX7,1p,-0.11513965153395361,0.117952881695328,non_sig,-0.2330925332292816
TFAM,10q,0.004537700528754,0.06501581639044154,non_sig,-0.06047811586168755
HMGB1,13q,-0.30278395357271,-0.039632663393923004,non_sig,-0.26315129017878697
HMGB2,4q,-0.3566947205239825,0.010932590397106,non_sig,-0.36762731092108847
ICA1,7p,-0.291128970586212,-0.06885855237392505,non_sig,-0.22227041821228696
CPN1,10q,-0.1066059827326149,-0.701543808507751,non_sig,0.5949378257751361
CPM,12q,-0.0257168126799829,-0.323739962177373,non_sig,0.2980231494973901
CPE,4q,-0.308836269327851,-0.370064464139877,non_sig,0.06122819481202596
AEBP1,7p,-0.1386779938944275,-0.37675372663942,non_sig,0.23807573274499247
CPD,17q,-0.225962356494572,0.05645443986640365,non_sig,-0.28241679636097566
TTC7B,14q,0.050057123107398405,-0.005633779900191,non_sig,0.0556909030075894
TTC7A,2p,-0.225911274786814,-0.0731784732081387,non_sig,-0.1527328015786753
RBM39,20q,0.0376123315559078,-0.0069450984179454,non_sig,0.044557429973853195
RBM23,14q,-0.234261969115408,0.0689348588757583,non_sig,-0.3031968279911663
GRIA1,5q,-0.148568137272315,-0.0551628133725371,non_sig,-0.09340532389977789
NDN,15q,-0.246086422875277,-0.0165750778711092,non_sig,-0.22951134500416778
SGK3,8q,-0.889179612473599,-0.301174372818856,non_sig,-0.588005239654743
STK32C,10q,-0.135358760117081,0.03971679298426615,non_sig,-0.17507555310134715
MYOF,10q,0.0332605123300485,0.230778044273184,non_sig,-0.19751753194313548
DYSF,2p,0.171604890558389,-0.241108574618176,non_sig,0.41271346517656504
FER1L6,8q,-0.078120824122268,-0.23367602551237848,non_sig,0.15555520139011048
FER1L5,2q,0.2745719305161015,-0.19571551820646,non_sig,0.4702874487225615
TBX2,17q,-0.715866245761274,-0.14354580223784,non_sig,-0.572320443523434
TBX18,6q,0.0025883957462970175,0.1158824532512685,non_sig,-0.11329405750497148
TBX1,22q,-0.8583407101449275,0.49591024402018,non_sig,-1.3542509541651075
TBX15,1p,-0.627661664795991,-0.664310496617615,non_sig,0.03664883182162404
TBX3,12q,-0.169604256007239,-0.167656018979361,non_sig,-0.001948237027877997
SLAIN1,13q,-0.197627720816897,-0.30401189508924453,non_sig,0.10638417427234753
SLAIN2,4p,-0.1349447149299425,0.1437333824034959,non_sig,-0.2786780973334384
KCNK1,1q,-0.312108313479566,0.07817906933442735,non_sig,-0.3902873828139934
SH3BGRL2,6q,-0.160142170582939,0.0433233967380371,non_sig,-0.2034655673209761
SH3BGR,21q,-0.8184476202946345,-0.477209010112838,non_sig,-0.34123861018179646
SH3BGRL3,1p,-0.24678893826421,0.0532285407955655,non_sig,-0.3000174790597755
MSX1,4p,0.142258528942208,-0.404957719894769,non_sig,0.547216248836977
MSX2,5q,0.15696752026479702,-0.192446716320204,non_sig,0.34941423658500104
TRMT2A,22q,-0.24933816052536,-0.02738216701750385,non_sig,-0.22195599350785616
TRPM2,21q,0.181584328013124,-0.09942008928032715,non_sig,0.28100441729345116
TRPM4,19q,-0.165384767478255,0.112450186798978,non_sig,-0.27783495427723304
TRPM6,9q,-0.0828191418813495,-0.04168430502321035,non_sig,-0.04113483685813916
TRPM7,15q,-0.07140776809290106,0.0335662740853642,non_sig,-0.10497404217826525
PAPOLA,14q,-0.188840437434452,-0.0170188061720063,non_sig,-0.1718216312624457
PAPOLG,2p,-0.126603981966313,-0.0885293005580733,non_sig,-0.038074681408239705
C1GALT1,7p,-0.34192969295476605,-0.104032473575667,non_sig,-0.23789721937909905
KLB,4p,-0.1432781445535695,-0.0822930344511211,non_sig,-0.06098511010244839
CHRM3,1q,-0.505387656528678,-0.19488290210420078,non_sig,-0.3105047544244772
STARD13,13q,-0.0494777779842328,-0.0200864183025204,non_sig,-0.0293913596817124
DLC1,8p,-0.20175280057434,-0.16974756035010002,non_sig,-0.03200524022423998
LDB1,10q,-0.254085568611187,-0.135896667469727,non_sig,-0.11818890114145997
SLC6A6,3p,-0.1245276327790015,-0.0330822424609063,non_sig,-0.0914453903180952
SLC6A9,1p,0.0983966335580257,-0.10814522688262651,non_sig,0.2065418604406522
SLC6A15,12q,-0.3145297140378135,-0.462115168432021,non_sig,0.1475854543942075
SLC6A17,1p,-0.535165713001824,-0.518502635143353,non_sig,-0.016663077858470987
SLC6A11,3p,-0.284524796623725,-0.44586638532198053,non_sig,0.16134158869825554
REEP3,10q,-0.06426845355009965,0.0282808034183027,non_sig,-0.09254925696840235
REEP2,5q,0.249591071475307,-0.172909702127979,non_sig,0.422500773603286
REEP4,8p,-0.0346092454458544,0.0074363159540206,non_sig,-0.042045561399874996
REEP1,2p,-0.877546459991754,-0.31269834752632353,non_sig,-0.5648481124654304
REEP5,5q,-0.191031112102155,0.1233311907045,non_sig,-0.314362302806655
TLL2,10q,0.0486887757407388,-0.0748982555525931,non_sig,0.1235870312933319
BMP1,8p,-0.06632073184802706,-0.196047776214663,non_sig,0.12972704436663593
TLL1,4q,-0.328866218831223,0.4872296851761745,non_sig,-0.8160959040073975
NDUFA4,7p,-0.06641472842744889,-0.0264312478683294,non_sig,-0.03998348055911949
NDUFA4L2,12q,-0.711675485555307,-0.254869180199034,non_sig,-0.45680630535627303
SCIN,7p,-0.8062188025622625,-0.837323730912137,non_sig,0.03110492834987444
GSN,9q,-0.18998491789520153,-0.374402717274286,non_sig,0.18441779937908445
CAPG,2p,-0.460365483076395,-0.05040062617111405,non_sig,-0.40996485690528095
VILL,3p,-0.4098253118655555,-0.3614729444236025,non_sig,-0.04835236744195298
FLII,17p,-0.04352327684980305,0.004625995093022224,non_sig,-0.04814927194282527
VIL1,2q,-0.600598885904367,-0.733081917047507,non_sig,0.13248303114313997
AVIL,12q,-0.911558933719269,-0.456434361534947,non_sig,-0.455124572184322
CYP2W1,7p,-0.7445126469196419,-0.530831929101063,non_sig,-0.2136807178185789
CYP2S1,19q,-0.235230275063388,-0.5681464944125629,non_sig,0.3329162193491749
CYP2J2,1p,-0.206164580505177,-0.06076911423113015,non_sig,-0.14539546627404684
CYP2U1,4q,-0.0844166819608475,-0.07413115394673625,non_sig,-0.010285528014111256
PIK3AP1,10q,-0.632500022006913,-0.46846803954745,non_sig,-0.16403198245946304
BANK1,4q,-0.1281799278605372,-0.355662916683055,non_sig,0.2274829888225178
MICALL2,7p,-0.30899625800423747,-0.172237603666522,non_sig,-0.13675865433771547
MICALL1,22q,-0.20064740689246252,0.01406252793711105,non_sig,-0.21470993482957357
FOXA1,14q,-0.718764462935518,-0.199957216400651,non_sig,-0.518807246534867
FOXD3,1p,-0.363345936943816,-0.942098044067549,non_sig,0.578752107123733
FOXA2,20p,-0.29356049382661376,-0.621152974557917,non_sig,0.3275924807313032
FOXD2,1p,0.016621954546560513,0.0868754700736667,non_sig,-0.07025351552710618
DACH1,13q,-0.5949227558740975,-0.459533665761457,non_sig,-0.1353890901126405
PGM5,9q,0.2216814898430495,-0.11911846449371599,non_sig,0.34079995433676546
PGM1,1p,-0.422865023522036,-0.0028662368794876002,non_sig,-0.41999878664254836
UNKL,16p,-0.028752673439646655,0.096989387121102,non_sig,-0.12574206056074866
UNK,17q,-0.248691750265525,-0.0662911200323393,non_sig,-0.1824006302331857
ATG4B,2q,-0.189036486425173,-0.1085746349234155,non_sig,-0.08046185150175751
ATG4C,1p,-0.169185583699574,-0.0428424705995181,non_sig,-0.12634311310005591
ATG4D,19p,-0.168540371031102,0.163904239643754,non_sig,-0.332444610674856
B3GALT5,21q,-0.484361246128692,-0.6118061174243635,non_sig,0.1274448712956715
B3GALNT1,3q,-0.540489128167209,-0.284533091760203,non_sig,-0.2559560364070059
B3GALT6,1p,-0.09628072595169584,-0.05236860114659135,non_sig,-0.043912124805104494
B3GNT6,11q,-1.08038977680151,0.700661723287995,non_sig,-1.781051500089505
B3GNT7,2q,-0.636898287274497,-0.926456636125903,non_sig,0.28955834885140597
B3GNT9,16q,-0.49214403916523,0.536208226461356,non_sig,-1.028352265626586
B3GNT3,19p,-0.151188664320253,-0.436849431919659,non_sig,0.28566076759940606
B3GNT2,2p,0.0643271194247649,-0.1007718502159968,non_sig,0.1650989696407617
FGF1,5q,-0.193193362938153,-0.19677476908886948,non_sig,0.0035814061507164763
FGF2,4q,-0.49034123299032406,-0.119286021390376,non_sig,-0.37105521159994803
KAT6B,10q,0.0057113055846234,-0.020869371063586953,non_sig,0.02658067664821035
KAT5,11q,0.0744104150635497,-0.0397346228246163,non_sig,0.114145037888166
KAT8,16p,-0.128756668883467,-0.0243450200145792,non_sig,-0.10441164886888782
KAT7,17q,-0.128389880379769,0.00120819955766145,non_sig,-0.12959807993743044
KAT6A,8p,-0.130254543684914,0.0935076875651176,non_sig,-0.22376223125003158
PRPSAP1,17q,-0.157904484867786,-0.0759845963247082,non_sig,-0.08191988854307779
PRPSAP2,17p,-0.293534444881764,-0.0132681154537769,non_sig,-0.2802663294279871
POGLUT1,3q,-0.311253281446279,-0.09823962488773744,non_sig,-0.21301365655854157
CPVL,7p,-0.10150937888686215,-0.543534094728693,non_sig,0.4420247158418308
CTSA,20q,-0.37568254183195104,-0.0871784558242236,non_sig,-0.2885040860077275
SCPEP1,17q,-0.309134993688882,0.04652280229629225,non_sig,-0.3556577959851742
NMRK1,9q,-0.2164581267725145,-0.0432271922948067,non_sig,-0.1732309344777078
ARHGDIB,12p,-0.960526456580992,-0.884257702211576,non_sig,-0.07626875436941605
ARHGDIA,17q,-0.240341126369197,-0.00981271109215115,non_sig,-0.23052841527704585
CELSR1,22q,-0.12164658425220001,-0.022202755449115,non_sig,-0.09944382880308501
CELSR3,3p,-0.0217064365574475,-0.009450803204746248,non_sig,-0.012255633352701252
CELSR2,1p,-0.393539977991209,-0.07724688696643164,non_sig,-0.3162930910247773
GOLM1,9q,0.123031775539458,0.090148285868396,non_sig,0.032883489671062
NOL4,18q,0.09408067792740085,-0.0639123792586239,non_sig,0.15799305718602474
CPNE1,20q,-0.275182142276052,-0.2142510586826365,non_sig,-0.06093108359341548
CPNE5,6p,0.0375666982964014,-0.122499572901957,non_sig,0.1600662711983584
CPNE2,16q,-0.260921395257291,0.00897035561797125,non_sig,-0.2698917508752623
CPNE7,16q,-0.223620790662255,-0.12630855116809347,non_sig,-0.09731223949416151
CPNE6,14q,-0.344356308508921,0.0004438749520283,non_sig,-0.3448001834609493
CPNE8,12q,0.0952843677896587,0.0817214332151579,non_sig,0.013562934574500793
CPNE4,3q,0.0900016436140727,-0.612861257995821,non_sig,0.7028629016098937
CPNE3,8q,-0.615114707106177,-0.16149489848534498,non_sig,-0.453619808620832
GLYR1,16p,-0.141924751239769,0.062219305264403856,non_sig,-0.20414405650417286
HIBADH,7p,-0.587336433361147,-0.0959975117234149,non_sig,-0.49133892163773213
POU2F1,1q,-0.469135999654221,-0.0377870843182502,non_sig,-0.43134891533597075
EPB41L3,18p,-0.647851826262965,-0.273909891285839,non_sig,-0.373941934977126
EPB41L5,2q,0.05454961640851996,0.0075055688779007,non_sig,0.04704404753061926
EPB41L1,20q,-0.5647067084246187,-0.36943167373117625,non_sig,-0.19527503469344243
FRMD3,9q,-0.738040108351498,0.135021080986406,non_sig,-0.873061189337904
EPB41L2,6q,-0.24511728748580813,0.2330330473173925,non_sig,-0.4781503348032006
EPB41L4B,9q,-0.102633279460673,0.09987514889354145,non_sig,-0.20250842835421445
EPB41,1p,-0.31906343185246,-0.231671358913987,non_sig,-0.08739207293847301
FRMD5,15q,-0.0463035054907803,0.023653085308379847,non_sig,-0.06995659079916014
PARVB,22q,-0.300621756566253,-0.05199460758128565,non_sig,-0.24862714898496735
PARVA,11p,-0.37364628262816346,0.0865722069766582,non_sig,-0.46021848960482165
PARVG,22q,-0.589520031578278,-0.5135335175164815,non_sig,-0.07598651406179657
