gene,arm,median_loss,median_neutral,condition,norm_exp
CNDP2,18q,4.605019559803078,5.622549984227259,non_sig,-1.017530424424181
ZMYM4,1p,2.2517320756684795,2.551235018825198,non_sig,-0.29950294315671844
PTGIS,20q,2.8667938172940635,3.5836658944961157,non_sig,-0.7168720772020523
ATP9A,20q,1.989229170788093,0.9459333768879569,non_sig,1.043295793900136
RALY,20q,7.155572130875276,7.269884197200583,non_sig,-0.114312066325307
RALYL,8q,7.233203514487755,7.06479246340866,non_sig,0.1684110510790955
SRR,17p,2.5212707842595683,2.759960637229889,non_sig,-0.23868985297032053
SDSL,12q,2.1112609468562464,2.31466077732321,non_sig,-0.20339983046696375
FRYL,4p,4.7993675609620485,5.077738931007091,non_sig,-0.27837137004504253
PIAS1,15q,0.1923166927998341,0.436577865156648,non_sig,-0.24426117235681388
PIAS4,19p,0.6875044913815718,0.944342469711863,non_sig,-0.2568379783302912
HDHD2,18q,2.348115670066682,3.140062690965321,non_sig,-0.7919470208986388
LHPP,10q,2.471753007866914,2.3657653594738557,non_sig,0.10598764839305819
PGP,16p,3.5076734266250034,3.962704374772109,non_sig,-0.45503094814710554
PDS5B,13q,2.9117066290486546,3.261092279074955,non_sig,-0.3493856500263002
PDS5A,4p,3.885502172554688,4.1337735753236275,non_sig,-0.24827140276893944
ACSS3,12q,2.8333557884423017,3.1966533777034223,non_sig,-0.36329758926112055
AACS,12q,2.4462098849756515,2.187486848638268,non_sig,0.2587230363373836
ACSM3,16p,2.2499671763510882,2.208017437291484,non_sig,0.04194973905960442
ACSM4,12p,1.8432401218417376,1.2837920572312411,non_sig,0.5594480646104965
TAF4,20q,1.617932150212814,1.6096515433438356,non_sig,0.008280606868978246
DSG3,18q,4.255975072257328,3.652835757922401,non_sig,0.6031393143349275
DSG2,18q,5.134859306843943,4.281349257523608,non_sig,0.8535100493203345
DSC2,18q,3.3291517626726623,3.231675731197001,non_sig,0.09747603147566153
DSC3,18q,2.699818414382025,2.387191966619811,non_sig,0.31262644776221427
SALL4,20q,1.9897336060085116,1.7900235921399523,non_sig,0.19971001386855924
SCP2,1p,6.857881959760167,6.959679069737396,non_sig,-0.10179710997722857
NDRG3,20q,3.609355444511315,3.978502564441211,non_sig,-0.3691471199298957
NDRG2,14q,3.0709756484976465,3.0275477729618023,non_sig,0.04342787553584415
NDRG1,8q,3.324494344991648,3.186305103472745,non_sig,0.13818924151890322
LIPH,3q,3.965353014587575,4.02745974764255,non_sig,-0.06210673305497494
FAM3D,3p,1.149768516674457,2.083203731981118,non_sig,-0.9334352153066612
FAM3C,7q,4.343699131043973,3.96979925643054,non_sig,0.373899874613433
MEX3C,18q,0.756875148402307,1.0247523043835414,non_sig,-0.2678771559812344
MEX3B,15q,1.70940381507662,1.1154529909259958,non_sig,0.5939508241506242
MEX3A,1q,1.6258286116316651,1.627829306837052,non_sig,-0.0020006952053868154
OTX2,14q,6.266550700133671,3.59754068095627,non_sig,2.6690100191774007
EPN2,17p,1.584799043520973,1.519266380224504,non_sig,0.06553266329646878
EPN1,19q,2.857978630480379,3.0184395306204914,non_sig,-0.16046090014011227
EPN3,17q,2.0941863219928845,1.981012379280056,non_sig,0.11317394271282843
CBX8,17q,3.0305499148814494,3.039171216585802,non_sig,-0.00862130170435238
CBX4,17q,0.3127720509994579,0.30526312942369915,non_sig,0.00750892157575872
CBX2,17q,2.1399504454717073,2.3298536426547987,non_sig,-0.18990319718309134
LAMA5,20q,3.1258922252116004,3.3212004360410905,non_sig,-0.19530821082949013
LAMA1,18p,3.9963609986154913,4.3147328678706645,non_sig,-0.31837186925517313
LAMA4,6q,-1.5471835172075887,0.154763575485284,non_sig,-1.7019470926928728
LAMA2,6q,3.743597354635728,4.171865310753615,non_sig,-0.42826795611788704
LAMA3,18q,3.5467756631450698,3.5094258197598465,non_sig,0.03734984338522329
IL17C,16q,1.3302579548975828,0.5661549844955349,non_sig,0.7641029704020479
